,Track Name,Artists,Album Name,Album ID,Track ID,Popularity,Release Date,Duration (ms),Explicit,External URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
152,"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")","Sachin-Jigar, Raghav Chaitanya, Varun Jain, Indraneel","Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")",3vVIhgkDoC0vRBba5drHPe,2ceeTJAzKy295Fm0VsaXtE,78,2/2/2024,264090,FALSE,https://open.spotify.com/track/2ceeTJAzKy295Fm0VsaXtE,0.612,0.595,10,-6.356,1,0.0331,0.68,1.11E-06,0.104,0.435,99.991
153,Qaafirana,"Arijit Singh, Nikhita Gandhi",Kedarnath (Original Motion Picture Soundtrack),5tr2QN1s6pREyv0Kc39Zpm,7BCp5hEiiDSmXsxsXkvYff,69,11/27/2018,341823,FALSE,https://open.spotify.com/track/7BCp5hEiiDSmXsxsXkvYff,0.413,0.433,4,-8.958,1,0.042,0.0722,0,0.123,0.208,169.954
154,"Sajni (From ""Laapataa Ladies"")","Ram Sampath, Arijit Singh, Prashant Pandey","Sajni (From ""Laapataa Ladies"")",3I3kZyHUtEA9Y59rJkxtk6,5zCnGtCl5Ac5zlFHXaZmhy,83,2/12/2024,170045,FALSE,https://open.spotify.com/track/5zCnGtCl5Ac5zlFHXaZmhy,0.428,0.413,0,-7.783,1,0.0281,0.827,9.35E-06,0.108,0.355,79.646
155,"Dekhha Tenu (From ""Mr. And Mrs. Mahi"")","Mohammad Faiz, Jaani","Dekhha Tenu (From ""Mr. And Mrs. Mahi"")",1C3FmwSQAbjnZR6GRgnWQc,34Fh4HXZmnuBdtgejWUZg2,81,5/14/2024,281512,FALSE,https://open.spotify.com/track/34Fh4HXZmnuBdtgejWUZg2,0.417,0.439,10,-6.901,1,0.0368,0.711,0,0.193,0.506,83.982
156,Tu Mil Gaya,"Tanishk Bagchi, Jubin Nautiyal, Tulsi Kumar, Shloke Lal",Srikanth,02MStK0KNHY9H6xkmJX5qB,6O6ubQqDP3rd9WCAWhgYvc,34,5/13/2024,269166,FALSE,https://open.spotify.com/track/6O6ubQqDP3rd9WCAWhgYvc,0.651,0.604,5,-7.844,1,0.0504,0.731,4.28E-06,0.125,0.62,145.888
157,"Tainu Khabar Nahi - From ""Munjya""","Sachin-Jigar, Arijit Singh","Tainu Khabar Nahi (From ""Munjya"")",0cJXodCZCl2EWRNcw6m1eJ,5npFBWhVs3VVlc0nY5xQMA,72,5/31/2024,188167,FALSE,https://open.spotify.com/track/5npFBWhVs3VVlc0nY5xQMA,0.588,0.595,9,-7.493,1,0.0488,0.777,0,0.153,0.594,90.013
158,"Agar Ho Tum (From ""Mr. And Mrs. Mahi"")","Tanishk Bagchi, Kausar Munir","Agar Ho Tum (From ""Mr. And Mrs. Mahi"")",08PRzEfce7mwprUTvMmfh2,0a17mIL7XTvYqe9mxuPd3y,71,5/20/2024,253224,FALSE,https://open.spotify.com/track/0a17mIL7XTvYqe9mxuPd3y,0.696,0.499,2,-10.061,1,0.0415,0.582,0,0.101,0.591,151.848
159,"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")","Pritam, Arijit Singh, Shreya Ghoshal, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya",Rocky Aur Rani Kii Prem Kahaani,0SB9pkSJOzevi6IpIBJbwy,2q9lPN7CT92W1Ry77j2acn,62,8/14/2023,246989,FALSE,https://open.spotify.com/track/2q9lPN7CT92W1Ry77j2acn,0.468,0.658,2,-7.6,1,0.0668,0.81,0.0333,0.12,0.534,87.607
160,Tera Fitoor,Arijit Singh,Genius (Original Motion Picture Soundtrack),3RtFFza4brQXoNSv19g1ps,1YMLgvsQdE27r30q0fsLeV,73,8/24/2018,310000,FALSE,https://open.spotify.com/track/1YMLgvsQdE27r30q0fsLeV,0.576,0.688,9,-5.136,1,0.0319,0.346,0.0439,0.262,0.726,135.984
161,Baarish,"Shashaa Tirupati, Ash King",Half Girlfriend (Original Motion Picture Soundtrack),6MJDmQZ0BDR3pw6m2oFc03,4FeiicaPWhZZusS1rddYdc,67,4/30/2017,276380,FALSE,https://open.spotify.com/track/4FeiicaPWhZZusS1rddYdc,0.466,0.769,0,-3.207,1,0.0325,0.579,0,0.108,0.472,87.959
162,Akhiyaan Gulaab,Mitraz,Teri Baaton Mein Aisa Uljha Jiya,0KvWbswDD0ksvFayBl6gUz,0qPoQiQIhgyMaP7X78hxri,67,2/5/2024,171147,FALSE,https://open.spotify.com/track/0qPoQiQIhgyMaP7X78hxri,0.763,0.587,8,-8.299,0,0.0381,0.358,6.03E-06,0.13,0.794,106.977
163,"Soni Soni (From ""Ishq Vishk Rebound"")","Darshan Raval, Jonita Gandhi, Rochak Kohli, Gurpreet Saini","Soni Soni (From ""Ishq Vishk Rebound"")",3vBso6gFPmEwstdMXn3Ahi,36N5awamOX6XX5pQn3aFXZ,77,5/24/2024,176875,FALSE,https://open.spotify.com/track/36N5awamOX6XX5pQn3aFXZ,0.803,0.694,8,-7.83,0,0.0527,0.551,0.000626,0.128,0.484,108.035
164,Maiyya Mainu,Sachet Tandon,Jersey (Original Motion Picture Soundtrack),1FrTddcjO9PzPaJX7SkQEC,3ygfdwvBJ2Y5XhJiiHFFZE,70,4/26/2022,231576,FALSE,https://open.spotify.com/track/3ygfdwvBJ2Y5XhJiiHFFZE,0.63,0.739,0,-3.942,1,0.0248,0.194,0,0.113,0.224,109.985
165,Phir Bhi Tumko Chaahunga,"Mithoon, Arijit Singh, Shashaa Tirupati",Half Girlfriend (Original Motion Picture Soundtrack),6MJDmQZ0BDR3pw6m2oFc03,3oNVqllTnz7bHrY3f0nICg,65,4/30/2017,351588,FALSE,https://open.spotify.com/track/3oNVqllTnz7bHrY3f0nICg,0.528,0.524,1,-8.107,1,0.0337,0.877,1.40E-05,0.172,0.269,99.636
166,Pehle Bhi Main,"Vishal Mishra, Raj Shekhar",ANIMAL,0a183xiCHiC1GQd8ou7WXO,7yDHHVKLbvDmVw1XXhDDIO,80,11/24/2023,250158,FALSE,https://open.spotify.com/track/7yDHHVKLbvDmVw1XXhDDIO,0.413,0.406,10,-10.23,0,0.0353,0.768,2.22E-06,0.107,0.281,76.944
167,Apna Bana Le,"Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya",Bhediya (Original Motion Picture Soundtrack),12sC6UjMWz6EaxnzyfCNMe,5bQ6oDLqvw8tywmnSmwEyL,74,11/22/2022,261702,FALSE,https://open.spotify.com/track/5bQ6oDLqvw8tywmnSmwEyL,0.586,0.562,9,-7.399,1,0.0267,0.803,5.52E-06,0.063,0.436,93.982
168,Toota Jo Kabhi Tara,"Sumedha Karmahe, Atif Aslam",A Flying Jatt (Original Motion Picture Soundtrack),3cQKKwujNKugZkKru6rbgE,2xLaYf6XYIFz3tuUJjELAs,66,8/4/2016,305015,FALSE,https://open.spotify.com/track/2xLaYf6XYIFz3tuUJjELAs,0.46,0.674,9,-6.285,0,0.0356,0.422,3.02E-05,0.121,0.22,139.971
169,Kalank - Duet,"Arijit Singh, Shilpa Rao, Pritam",Kalank (Original Motion Picture Soundtrack),6oGrVe1XTTji8TBQh5eJit,4cAPxxUgQXiuJu3QRBGMGr,62,4/14/2019,311186,FALSE,https://open.spotify.com/track/4cAPxxUgQXiuJu3QRBGMGr,0.58,0.555,10,-8.475,1,0.0352,0.557,3.29E-05,0.0957,0.491,117.973
170,"Satranga (From ""ANIMAL"")","Arijit Singh, Shreyas Puranik, Siddharth - Garima","Satranga (From ""ANIMAL"")",5mZX4EMwEyohNmVfLTDtXn,3yHyiUDJdz02FZ6jfUbsmY,80,10/27/2023,271169,FALSE,https://open.spotify.com/track/3yHyiUDJdz02FZ6jfUbsmY,0.273,0.405,0,-5.81,1,0.0298,0.735,0,0.189,0.534,89.48
171,O Saathi,"Atif Aslam, Arko","O Saathi (From ""Baaghi 2"")",23L9JSXD0RrynRb71ZfL9A,6fScgF2Y63ScU73nYju0ny,72,3/9/2018,251819,FALSE,https://open.spotify.com/track/6fScgF2Y63ScU73nYju0ny,0.481,0.496,8,-7.421,1,0.0262,0.588,0,0.132,0.453,89.839
172,"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya","Kesariya (From ""Brahmastra"")",1HeX4SmCFW4EPHQDvHgrVS,6VBhH7CyP56BXjp8VsDFPZ,71,7/17/2022,268165,FALSE,https://open.spotify.com/track/6VBhH7CyP56BXjp8VsDFPZ,0.577,0.574,0,-6.525,1,0.0278,0.572,0,0.1,0.436,94.009
173,Tera Ban Jaunga,"Akhil Sachdeva, Tulsi Kumar",Kabir Singh,3uuu6u13U0KeVQsZ3CZKK4,3oWxFNsXstcancCR1wODR4,67,6/14/2019,236437,FALSE,https://open.spotify.com/track/3oWxFNsXstcancCR1wODR4,0.605,0.53,11,-6.346,1,0.0246,0.821,0,0.131,0.397,93.95
174,"Chaleya (From ""Jawan"")","Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar","Chaleya (From ""Jawan"")",7zAITOBN6eG4UBm4IapAik,4nc6XiUze2Yh7wFueGOPv7,74,8/14/2023,200374,FALSE,https://open.spotify.com/track/4nc6XiUze2Yh7wFueGOPv7,0.575,0.845,0,-5.28,1,0.0852,0.393,0.0107,0.131,0.439,95.047
175,"Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")","Pritam, Arijit Singh, Shreya Ghoshal, Amitabh Bhattacharya","Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")",5FtQVEQsWzRcpqh820ZoII,06LCamFUOtImIKi9mFRKiD,73,6/28/2023,277500,FALSE,https://open.spotify.com/track/06LCamFUOtImIKi9mFRKiD,0.271,0.726,7,-6.504,1,0.0527,0.586,0,0.353,0.532,87.425
176,Zaalima,"Arijit Singh, Harshdeep Kaur",Raees (Original Motion Picture Soundtrack),5htEa8wThL3TBnRLmsuxzD,1J9vyEntJ79CppvgUxJs75,68,1/24/2017,299333,FALSE,https://open.spotify.com/track/1J9vyEntJ79CppvgUxJs75,0.487,0.898,9,-3.791,1,0.172,0.309,0,0.0886,0.65,88.349
177,"Hua Main (From ""ANIMAL"")","Raghav Chaitanya, Manoj Muntashir, Pritam","Hua Main (From ""ANIMAL"")",1Vkdf3mTQV4RakJBz0HbgT,54PRUdMOYzglMGnsg9kIta,72,10/11/2023,277021,FALSE,https://open.spotify.com/track/54PRUdMOYzglMGnsg9kIta,0.371,0.664,5,-5.027,1,0.0318,0.566,2.54E-05,0.159,0.672,187.629
178,"Shayad (Film Version) - From ""Love Aaj Kal""","Pritam, Jubin Nautiyal, Madhubanti Bagchi","Shayad (Film Version) [From ""Love Aaj Kal""]",3IbTgvx8roeABgl7i4d2TV,72s1xrc7E27aATdCMbFMC6,59,3/26/2021,245733,FALSE,https://open.spotify.com/track/72s1xrc7E27aATdCMbFMC6,0.345,0.508,8,-7.595,1,0.0358,0.912,0.00138,0.101,0.287,135.21
179,Tera Chehra,Arijit Singh,Sanam Teri Kasam (Original Motion Picture Soundtrack),2yYfIOq25JQWvUQ9AR172D,3trnNo4KeaUlFuUiV7iRCj,68,1/6/2016,274000,FALSE,https://open.spotify.com/track/3trnNo4KeaUlFuUiV7iRCj,0.707,0.714,1,-4.143,1,0.0311,0.436,2.89E-06,0.0919,0.229,118.974
180,Ve Maahi,"Arijit Singh, Asees Kaur, Tanishk Bagchi",Kesari (Original Motion Picture Soundtrack),3hdOKtAGjNOJckzjOrgTmN,276OSoX4vez6UtPF8TGWav,66,3/18/2019,223999,FALSE,https://open.spotify.com/track/276OSoX4vez6UtPF8TGWav,0.651,0.551,0,-6.906,1,0.0274,0.405,0,0.219,0.294,102.935
181,Hawayein,"Pritam, Arijit Singh",Jab Harry Met Sejal (Original Motion Picture Soundtrack),4I39l0YJ7tmSBXZGZamN5E,0l6g8Z8mqGbGXFOjigYetD,70,8/3/2017,289999,FALSE,https://open.spotify.com/track/0l6g8Z8mqGbGXFOjigYetD,0.606,0.601,2,-5.576,1,0.0283,0.796,0.000511,0.127,0.453,125.961
182,Soch Na Sake,"Amaal Mallik, Arijit Singh, Tulsi Kumar",Airlift,1IwC3SdQXPgXSs8FLvOUju,6mTvwBzWTGDOVeCNQEqtOE,73,12/17/2015,281323,FALSE,https://open.spotify.com/track/6mTvwBzWTGDOVeCNQEqtOE,0.505,0.667,9,-5.797,1,0.0323,0.597,0,0.213,0.516,151.728
183,Tere Sang Yaara,"Atif Aslam, Manoj Muntashir",Rustom (Original Motion Picture Soundtrack),78QGeq3kPu6bBNpYXUAR60,72CkpVdvmc8t28o8I9N32J,70,7/15/2016,286380,FALSE,https://open.spotify.com/track/72CkpVdvmc8t28o8I9N32J,0.42,0.551,8,-7.348,1,0.0374,0.651,0,0.124,0.554,74.883
184,Raataan Lambiyan,"Tanishk Bagchi, Jubin Nautiyal, Asees Kaur",Shershaah (Original Motion Picture Soundtrack),5BLwx5IlfoWOrjJJ3i7gbK,1stiSonuKkZqhI1o9nZ9MT,63,8/16/2021,230292,FALSE,https://open.spotify.com/track/1stiSonuKkZqhI1o9nZ9MT,0.721,0.628,10,-5.546,1,0.0409,0.61,0,0.108,0.514,81.008
185,Chashni,Abhijeet Srivastava,Bharat,6Jl2MfI7pB2hWKvTUc5DbA,1ZQFkNNTzooW4lThiC8pg2,57,5/17/2019,265995,FALSE,https://open.spotify.com/track/1ZQFkNNTzooW4lThiC8pg2,0.756,0.52,6,-8.642,1,0.0341,0.495,0,0.0901,0.684,119.92
186,Atak Gaya,"Arijit Singh, Rupali Moghe",Badhaai Do (Original Motion Picture Soundtrack),6aoSVvw7A1ULSKXCkn4Kl3,5Z2k12MKbQTUYLKHSPs2jc,64,2/1/2022,199407,FALSE,https://open.spotify.com/track/5Z2k12MKbQTUYLKHSPs2jc,0.4,0.366,6,-8.598,1,0.0342,0.87,0.00163,0.102,0.508,80.568
187,Dekhte Dekhte,Atif Aslam,Batti Gul Meter Chalu,4Uxt9DMRqqyFy1Ve6BuFte,1scGwkyXNCl19wrBDhnAWg,66,9/8/2018,256271,FALSE,https://open.spotify.com/track/1scGwkyXNCl19wrBDhnAWg,0.799,0.828,9,-4.846,0,0.0782,0.424,0,0.145,0.627,105.04
188,"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya","Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")",6j4QpObdnZpxNU52o2egBZ,5QW9K4A1gMnIi94YUxtsfM,70,5/16/2023,266075,FALSE,https://open.spotify.com/track/5QW9K4A1gMnIi94YUxtsfM,0.556,0.552,4,-5.875,1,0.0373,0.531,0,0.121,0.531,100.051
189,Tujhe Kitna Chahne Lage,Arijit Singh,Kabir Singh,3uuu6u13U0KeVQsZ3CZKK4,5QtEFRYavs5S3GHtFEq7A4,65,6/14/2019,284780,FALSE,https://open.spotify.com/track/5QtEFRYavs5S3GHtFEq7A4,0.395,0.397,11,-7.556,1,0.0368,0.735,0,0.11,0.303,70.568
190,Raabta,"Pritam, Arijit Singh",Agent Vinod,2DqQ34i4uuuZWTScsGIgHr,6FjbAnaPRPwiP3sciEYctO,70,2/24/2012,243578,FALSE,https://open.spotify.com/track/6FjbAnaPRPwiP3sciEYctO,0.657,0.581,0,-8.108,1,0.0298,0.699,1.82E-05,0.116,0.323,118.037
191,Hasi - Male Version,"Ami Mishra, Kunaal Vermaa",Hamari Adhuri Kahani (Original Motion Picture Soundtrack),7sVzilmsqYcLMYw2gtvoZM,32765xcLM1fd6wQIpkN9A0,71,5/21/2015,272669,FALSE,https://open.spotify.com/track/32765xcLM1fd6wQIpkN9A0,0.283,0.58,6,-5.946,0,0.0339,0.434,0,0.0577,0.217,147.93
192,Pal,"Javed-Mohsin, Arijit Singh, Shreya Ghoshal, Kunaal Vermaa, Prashant Ingole",Pal,4QCM8VlhhlwZtQ2Ew7gtIg,5G7pZ8G8NFvS1MQ9H4L7dC,72,9/14/2018,247286,FALSE,https://open.spotify.com/track/5G7pZ8G8NFvS1MQ9H4L7dC,0.51,0.502,7,-7.016,0,0.0325,0.71,0,0.0708,0.321,133.885
193,"Ranjha (From ""Shershaah"")","Jasleen Royal, B Praak, Romy, Anvita Dutt","Ranjha (From ""Shershaah"")",0Z1zYMwJRpvq0d9rdqTOYo,72zHuDxFQTjbL51qJQSA7j,71,8/5/2021,228855,FALSE,https://open.spotify.com/track/72zHuDxFQTjbL51qJQSA7j,0.603,0.573,1,-5.843,1,0.0502,0.478,0,0.0971,0.236,82.941
194,Mere Sohneya,"Sachet Tandon, Parampara Tandon",Kabir Singh,3uuu6u13U0KeVQsZ3CZKK4,7sJQv0LRPgM2xCkkdWOlyj,64,6/14/2019,193356,FALSE,https://open.spotify.com/track/7sJQv0LRPgM2xCkkdWOlyj,0.376,0.643,9,-5.713,1,0.0411,0.558,0,0.217,0.646,136.228
195,"Mere Yaaraa (From ""Sooryavanshi"")","Arijit Singh, Neeti Mohan, Rashmi Virag","Mere Yaaraa (From ""Sooryavanshi"")",1XO82yE4raeQEBSHxrNuSe,0tpwqQhdfJXRcUDSNRjb9O,70,10/27/2021,285164,FALSE,https://open.spotify.com/track/0tpwqQhdfJXRcUDSNRjb9O,0.324,0.539,2,-8.076,1,0.038,0.713,3.15E-05,0.118,0.486,120.526
196,Kaun Tujhe,Palak Muchhal,M.S.Dhoni - The Untold Story,0UuTH5r9tyFJ2tqnvc1wWm,5T2ZZiBMDGh3TZDUbxg4rV,65,9/17/2016,241449,FALSE,https://open.spotify.com/track/5T2ZZiBMDGh3TZDUbxg4rV,0.531,0.431,2,-8.937,0,0.037,0.868,2.47E-05,0.127,0.19,107.99
197,Suno- Na Sangemarmar,Arijit Singh,Youngistaan,1uHt5HvELZt61uOZrCPuVD,0RrR3wg4ezBVwm7lyeybir,13,3/5/2014,201676,FALSE,https://open.spotify.com/track/0RrR3wg4ezBVwm7lyeybir,0.658,0.563,0,-8.91,0,0.0317,0.494,7.58E-05,0.378,0.582,119.98
198,Paniyon Sa,"Rochak Kohli, Atif Aslam, Tulsi Kumar","Paniyon Sa (From ""Satyameva Jayate"")",6JsjTQo1PrSQSe7ENpUwXu,2si0ZNx4yRbggTvrIom8A2,68,7/12/2018,236240,FALSE,https://open.spotify.com/track/2si0ZNx4yRbggTvrIom8A2,0.523,0.768,0,-4.953,0,0.0566,0.447,0.000226,0.0833,0.669,75.03
199,Kaise Hua,Vishal Mishra,Kabir Singh,3uuu6u13U0KeVQsZ3CZKK4,5w0Xpt2YHT2Y3z3e4UUJP7,67,6/14/2019,234722,FALSE,https://open.spotify.com/track/5w0Xpt2YHT2Y3z3e4UUJP7,0.37,0.467,2,-6.973,1,0.0411,0.442,0,0.109,0.162,137.796
200,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")","Rochak Kohli, Arijit Singh, Neha Kakkar","Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",7aJiY5GW8uSpZItQXcmeVM,57jOEZtoLQK4zF2x55bdkp,68,12/2/2019,200992,FALSE,https://open.spotify.com/track/57jOEZtoLQK4zF2x55bdkp,0.718,0.382,7,-8.237,1,0.0466,0.585,0,0.128,0.499,87.029
201,"Bandeya - From ""Dil Juunglee""","Shaarib Toshi, Arijit Singh","Bandeya (From ""Dil Juunglee"")",0eBjbMAR0N7knX6hBT6c3h,6gwnKOvdBKkTU4CQ7KpIAu,68,2/22/2018,184666,FALSE,https://open.spotify.com/track/6gwnKOvdBKkTU4CQ7KpIAu,0.465,0.551,7,-6.58,1,0.0362,0.619,6.03E-06,0.109,0.415,89.459
202,Mehrama,"Pritam, Darshan Raval, Antara Mitra",Love Aaj Kal (Original Motion Picture Soundtrack),6IXfWhC7omotM4lt0ROmEr,6cUOiOY5qh2FpIQWIYAd2h,70,2/14/2020,249416,FALSE,https://open.spotify.com/track/6cUOiOY5qh2FpIQWIYAd2h,0.56,0.631,7,-9.032,1,0.0334,0.861,0.0133,0.0985,0.376,107.987
203,Dil Diyan Gallan,"Vishal-Shekhar, Atif Aslam, Irshad Kamil",Tiger Zinda Hai,2q00VQKBQu6ZUesFREPFWc,5MnAi6ZF7cE8pAz7wYr9Ta,66,12/12/2017,260537,FALSE,https://open.spotify.com/track/5MnAi6ZF7cE8pAz7wYr9Ta,0.716,0.64,2,-8.726,1,0.025,0.565,0.00139,0.127,0.485,105.012
204,Duniyaa,"Akhil, Dhvani Bhanushali",Luka Chuppi,2PG8bWWdY7tlig5N178jfB,14cceH4q4ME5ywqe2DbFGs,56,2/22/2019,222501,FALSE,https://open.spotify.com/track/14cceH4q4ME5ywqe2DbFGs,0.435,0.658,7,-5.949,0,0.0368,0.699,0,0.125,0.524,77.17
205,Pehla Pyaar,"Vishal Mishra, Armaan Malik",Kabir Singh,3uuu6u13U0KeVQsZ3CZKK4,0ojpEubhy4JNeVftmVuiN7,71,6/14/2019,272533,FALSE,https://open.spotify.com/track/0ojpEubhy4JNeVftmVuiN7,0.607,0.713,4,-5.105,1,0.03,0.56,4.98E-05,0.101,0.611,124.868
206,Chale Aana,Armaan Malik,De De Pyaar De,31lh22jsvWDf5ffgRAXaMs,4clW7QGXTCYU5F5dTyfFJ2,59,5/15/2019,271023,FALSE,https://open.spotify.com/track/4clW7QGXTCYU5F5dTyfFJ2,0.368,0.587,6,-6.676,0,0.0378,0.309,0,0.149,0.391,143.687
207,Sanu Ek Pal Chain,Rahat Fateh Ali Khan,Raid,6t1dUvow3HRU7M87oHiX4Z,0qilTtN718ldWzIFc37zAl,58,3/1/2018,210346,FALSE,https://open.spotify.com/track/0qilTtN718ldWzIFc37zAl,0.71,0.813,7,-6.099,1,0.0381,0.545,1.68E-05,0.105,0.847,139.998
208,Agar Tum Saath Ho,"Alka Yagnik, Arijit Singh",Tamasha,2CUXo26JAWIbQx0EVMnjpA,3hkC9EHFZNQPXrtl8WPHnX,71,10/16/2015,341055,FALSE,https://open.spotify.com/track/3hkC9EHFZNQPXrtl8WPHnX,0.562,0.519,3,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925
209,Humsafar,"Akhil Sachdeva, Mansheel Gujral",Badrinath Ki Dulhania,26ska1StQhwbWADLTg2hky,6TFESXMfJJWwccviaxGAMa,64,2/14/2017,268463,FALSE,https://open.spotify.com/track/6TFESXMfJJWwccviaxGAMa,0.319,0.552,7,-6.401,1,0.0307,0.719,0,0.144,0.221,93.991
210,Darasal,"Pritam, Atif Aslam",Raabta,05U9YwErzcnF0PmyPalDo5,3OZLwCFeWOCFHTlIIrwzmO,60,6/3/2017,274354,FALSE,https://open.spotify.com/track/3OZLwCFeWOCFHTlIIrwzmO,0.705,0.422,0,-7.375,1,0.0299,0.793,0,0.0895,0.484,117.949
211,"Channa Ve - From ""Bhoot - Part One: The Haunted Ship""","Mansheel Gujral, Akhil Sachdeva","Channa Ve (From ""Bhoot - Part One: The Haunted Ship"" / Original Motion Picture Soundtrack)",0OOMsr8IXceyjslQVMhOfH,2Z6HgNji9cNlFLNORw6wDQ,69,2/12/2020,211579,FALSE,https://open.spotify.com/track/2Z6HgNji9cNlFLNORw6wDQ,0.676,0.696,9,-6.68,1,0.0452,0.666,0,0.0931,0.604,94.944
212,"Thodi Jagah (From ""Marjaavaan"")","Arijit Singh, Tanishk Bagchi","Thodi Jagah (From ""Marjaavaan"")",4DZ2mXEtUDsltgPqGwnRDd,3f0wz6zcA7XkQiGm0qNF5r,70,10/18/2019,218048,FALSE,https://open.spotify.com/track/3f0wz6zcA7XkQiGm0qNF5r,0.621,0.467,0,-4.835,0,0.0273,0.632,0,0.0888,0.227,107.164
213,"Hum Nashe Mein Toh Nahin (From ""Bhool Bhulaiyaa 2"")","Pritam, Arijit Singh, Tulsi Kumar","Hum Nashe Mein Toh Nahin (From ""Bhool Bhulaiyaa 2"")",3i3rwvDDpdY1BZmIW2pAvT,6XZWokIxs4leaSmXmU8b26,65,5/9/2022,238252,FALSE,https://open.spotify.com/track/6XZWokIxs4leaSmXmU8b26,0.572,0.736,11,-7.768,1,0.0658,0.643,0,0.128,0.778,85.035
214,Khairiyat (Bonus Track),"Pritam, Arijit Singh",Chhichhore,2Svje8vKEM4VCKxoRyAvA4,3oM90C4SZLYzVZJEZD5EQk,66,8/31/2019,270707,FALSE,https://open.spotify.com/track/3oM90C4SZLYzVZJEZD5EQk,0.605,0.655,0,-5.625,0,0.0364,0.484,1.13E-06,0.152,0.597,124.974
215,"Rait Zara Si (From ""Atrangi Re"")","A.R. Rahman, Arijit Singh, Shashaa Tirupati","Rait Zara Si (From ""Atrangi Re"")",2L1otdfoUvp3MKdaT4knVK,4uK0M8AI6gyFmyzUneQpbi,71,12/6/2021,291462,FALSE,https://open.spotify.com/track/4uK0M8AI6gyFmyzUneQpbi,0.563,0.495,2,-10.272,1,0.0362,0.781,0,0.0837,0.244,125.998
216,Tu Hai Ki Nahi,Ankit Tiwari,Roy,4ixAjixkWs8mCNdlTH1Cdf,4brSaQIT3bnnE41D042fgL,66,1/9/2015,333922,FALSE,https://open.spotify.com/track/4brSaQIT3bnnE41D042fgL,0.535,0.754,10,-4.77,0,0.0562,0.458,1.60E-06,0.302,0.435,143.862
217,Khamoshiyan,"Jeet Gannguli, Arijit Singh",Khamoshiyan (Original Motion Picture Soundtrack),6mJIpY6r2SzZbLN3ClYCbb,6zCQF5tu7HVwU9shhKqiuF,65,12/29/2014,335710,FALSE,https://open.spotify.com/track/6zCQF5tu7HVwU9shhKqiuF,0.527,0.521,2,-6.837,0,0.0272,0.631,0,0.158,0.266,143.892
218,"Naseeb Se (From ""Satyaprem Ki Katha"")","Payal Dev, Vishal Mishra, A.M. Turaz","Naseeb Se (From ""Satyaprem Ki Katha"")",0wjqUAQ7YkdRqTcDjzkepU,3dpM3ijJz0vGzbkh5DcMXz,68,5/27/2023,184312,FALSE,https://open.spotify.com/track/3dpM3ijJz0vGzbkh5DcMXz,0.557,0.599,9,-6.309,0,0.0447,0.556,1.22E-06,0.103,0.392,149.785
219,Nazar Na Lag Jaaye,"Ash King, Sachin-Jigar",Stree,2Z1LgolP3fqxEJ89MS7n9C,0EPTGML5v37lIp97WBMMvD,57,8/22/2018,206175,FALSE,https://open.spotify.com/track/0EPTGML5v37lIp97WBMMvD,0.527,0.622,7,-8.172,0,0.0842,0.7,2.82E-06,0.126,0.672,173.709
220,Sapna Jahan,"Ajay-Atul, Sonu Nigam, Neeti Mohan",Brothers (Original Motion Picture Soundtrack),383e45grHa4YKHGRojMqYy,5PM1dIibpTR57jlugvjNSM,57,7/24/2015,341780,FALSE,https://open.spotify.com/track/5PM1dIibpTR57jlugvjNSM,0.471,0.329,0,-11.958,0,0.0312,0.78,0.0021,0.117,0.144,126.107
221,Tere Bin,"Rahat Fateh Ali Khan, Asees Kaur, Tanishk Bagchi",Simmba,3dynRTuVOrAr5O7srr2txN,4Y1Sd0fSSxHEMrWkd2x3EW,58,12/27/2018,230948,FALSE,https://open.spotify.com/track/4Y1Sd0fSSxHEMrWkd2x3EW,0.649,0.716,7,-3.936,1,0.0384,0.268,4.51E-06,0.603,0.639,86.949
222,Tu Chahiye,"Pritam, Atif Aslam",Bajrangi Bhaijaan,4nZOPP0atfJbBlkedLYi7t,3aaiAWCet6sbfOfLSn3g7i,66,7/7/2015,272680,FALSE,https://open.spotify.com/track/3aaiAWCet6sbfOfLSn3g7i,0.565,0.744,7,-5.817,1,0.0446,0.403,0,0.0853,0.415,134.068
